ensembl_gene_id	hsapiens_homolog_associated_gene_name
18846	ENSRNOG00000035489	MIR203B
18847	ENSRNOG00000003590	TOM1L2
18848	ENSRNOG00000016388	SPHKAP
18849	ENSRNOG00000054391	AC124312.1
18850	ENSRNOG00000054391	SNURF
18851	ENSRNOG00000022540	TREX1
18852	ENSRNOG00000057411	RNU4-29P
18853	ENSRNOG00000060660	SNORA29
18854	ENSRNOG00000030868	SPIN2A
18855	ENSRNOG00000030868	SPIN2B
18856	ENSRNOG00000014901	UGGT1
18857	ENSRNOG00000035508	MIR200B
18858	ENSRNOG00000057577	RF02271
18859	ENSRNOG00000053313	SNORA2C
18860	ENSRNOG00000013160	SASH1
18861	ENSRNOG00000057763	OR4C15
18862	ENSRNOG00000047363	KCNK13
18863	ENSRNOG00000060747	RNU6-871P
18864	ENSRNOG00000010086	PLAGL2
18865	ENSRNOG00000008243	SLC43A1
18866	ENSRNOG00000011453	KIF6
18867	ENSRNOG00000012557	LGALS16
18868	ENSRNOG00000012557	LGALS13
18869	ENSRNOG00000012557	LGALS14
18870	ENSRNOG00000050932	PFDN4
18871	ENSRNOG00000056038	EHBP1L1
18872	ENSRNOG00000049976	GZMB
18873	ENSRNOG00000016924	ACLY
18874	ENSRNOG00000046456	OR5P2
18875	ENSRNOG00000019922	NTPCR
18876	ENSRNOG00000009290	NUP35
18877	ENSRNOG00000004994	AGR3
18878	ENSRNOG00000036813	NDRG3
18879	ENSRNOG00000054692	RNU6-2
18880	ENSRNOG00000054692	RNU6-9
18881	ENSRNOG00000008600	SYTL1
18882	ENSRNOG00000017833	ACTN2
18883	ENSRNOG00000057105	RNU6-164P
18884	ENSRNOG00000054730	OR8H2
18885	ENSRNOG00000054730	OR8H1
18886	ENSRNOG00000054730	OR8H3
18887	ENSRNOG00000029871	SLC8A3
18888	ENSRNOG00000010181	CLEC4D
18889	ENSRNOG00000004740	MMADHC
18890	ENSRNOG00000048719	DTNBP1
18891	ENSRNOG00000046094	CD151
18892	ENSRNOG00000017997	NEK4
18893	ENSRNOG00000007514	SOX12
18894	ENSRNOG00000020321	NOP9
18895	ENSRNOG00000031162	CCL24
18896	ENSRNOG00000029279	PRSS33
18897	ENSRNOG00000048186	F2RL3
18898	ENSRNOG00000015983	MAIP1
18899	ENSRNOG00000009567	MRPL10
18900	ENSRNOG00000008517	CDC42EP1
18901	ENSRNOG00000021047	LRRFIP2
18902	ENSRNOG00000053589	RF00408
18903	ENSRNOG00000053589	SNORA1
18904	ENSRNOG00000053589	SNORA1B
18905	ENSRNOG00000015173	MBTPS1
18906	ENSRNOG00000012153	RBL2
18907	ENSRNOG00000029399	BCAM
18908	ENSRNOG00000010536	NR2C2
18909	ENSRNOG00000017725	PNLIP
18910	ENSRNOG00000029089	FOXR1
18911	ENSRNOG00000056821	RNU1-15P
18912	ENSRNOG00000053015	CCDC189
18913	ENSRNOG00000020927	TULP2
18914	ENSRNOG00000008165	TPX2
18915	ENSRNOG00000033704	OR6B2
18916	ENSRNOG00000033704	OR6B3
18917	ENSRNOG00000060118	RNU6-827P
18918	ENSRNOG00000060118	RNU6-74P
18919	ENSRNOG00000006873	DNASE1
18920	ENSRNOG00000061088	ATF1
18921	ENSRNOG00000002378	BPNT1
18922	ENSRNOG00000048309	UQCC1
18923	ENSRNOG00000007333	WDR20
18924	ENSRNOG00000017673	BRSK1
18925	ENSRNOG00000004846	ATP6V1C1
18926	ENSRNOG00000054315	SNORD27
18927	ENSRNOG00000056925	RF00413
18928	ENSRNOG00000055225	RF02266
18929	ENSRNOG00000021273	CRLS1
18930	ENSRNOG00000006330	ELF3
18931	ENSRNOG00000004155	SAMD14
18932	ENSRNOG00000019838	GMFG
18933	ENSRNOG00000006893	PPM1K
18934	ENSRNOG00000011794	TCEA3
18935	ENSRNOG00000012759	COL19A1
18936	ENSRNOG00000040205	ZCCHC24
18937	ENSRNOG00000017294	ZRANB1
18938	ENSRNOG00000055028	SETD1A
18939	ENSRNOG00000000613	TFAM
18940	ENSRNOG00000047076	OAS1
18941	ENSRNOG00000016054	TAB2
18942	ENSRNOG00000055439	AC001226.2
18943	ENSRNOG00000055439	CLN5
18944	ENSRNOG00000008539	LGALS2
18945	ENSRNOG00000037659	MTO1
18946	ENSRNOG00000036760	TMC5
18947	ENSRNOG00000022176	GPR75
18948	ENSRNOG00000054775	FKBP11
18949	ENSRNOG00000003014	POGLUT1
18950	ENSRNOG00000003334	KLHL21
18951	ENSRNOG00000061830	RF00560
18952	ENSRNOG00000016516	MBP
18953	ENSRNOG00000042536	PDE4D
18954	ENSRNOG00000017047	INIP
18955	ENSRNOG00000023463	PARP9
18956	ENSRNOG00000014706	DBX1
18957	ENSRNOG00000042126	LSM5
18958	ENSRNOG00000002553	SMIM14
18959	ENSRNOG00000025638	NPM2
18960	ENSRNOG00000059880	RUBCN
18961	ENSRNOG00000016632	DSG3
18962	ENSRNOG00000051911	RBP3
18963	ENSRNOG00000010463	CPA4
18964	ENSRNOG00000048668	MARS2
18965	ENSRNOG00000042649	A4GNT
18966	ENSRNOG00000010897	NEK6
18967	ENSRNOG00000017291	SORD
18968	ENSRNOG00000017333	SYT4
18969	ENSRNOG00000004207	AL121768.1
18970	ENSRNOG00000018102	COA5
18971	ENSRNOG00000058646	ZFP36L1
18972	ENSRNOG00000018009	RAB8B
18973	ENSRNOG00000051904	NEU4
18974	ENSRNOG00000002793	SSTR2
18975	ENSRNOG00000059680	NUDT2
18976	ENSRNOG00000028351	FAM71D
18977	ENSRNOG00000048623	GNMT
18978	ENSRNOG00000009899	SKIL
18979	ENSRNOG00000003566	APOH
18980	ENSRNOG00000056186	OTX2
18981	ENSRNOG00000050997	IFRD1
18982	ENSRNOG00000015618	WNT5A
18983	ENSRNOG00000037627	TRAPPC1
18984	ENSRNOG00000005639	AR
18985	ENSRNOG00000022610	AGBL1
18986	ENSRNOG00000007728	GSDMD
18987	ENSRNOG00000009760	PALM
18988	ENSRNOG00000047761	ZNF326
18989	ENSRNOG00000020415	RAMP2
18990	ENSRNOG00000057643	KLRC1
18991	ENSRNOG00000057643	KLRC4
18992	ENSRNOG00000057643	KLRC4-KLRK1
18993	ENSRNOG00000057643	AC068775.1
18994	ENSRNOG00000057643	KLRC2
18995	ENSRNOG00000057643	KLRC3
18996	ENSRNOG00000050482	DBF4
18997	ENSRNOG00000062295	AC021072.1
18998	ENSRNOG00000014083	IQSEC3
18999	ENSRNOG00000013604	GPX4
19000	ENSRNOG00000030055	VAMP3
19001	ENSRNOG00000050051	PIN4
19002	ENSRNOG00000003765	NR0B1
19003	ENSRNOG00000003917	UCK2
19004	ENSRNOG00000060729	QTRT2
19005	ENSRNOG00000056735	ZC4H2
19006	ENSRNOG00000015787	P3H4
19007	ENSRNOG00000051208	SELENOV
19008	ENSRNOG00000004197	ASB12
19009	ENSRNOG00000005108	WFS1
19010	ENSRNOG00000028541	BTNL2
19011	ENSRNOG00000037638	TIMM50
19012	ENSRNOG00000003746	GJB1
19013	ENSRNOG00000003221	MYOC
19014	ENSRNOG00000016679	TMC7
19015	ENSRNOG00000061376	PSCA
19016	ENSRNOG00000003848	MED12
19017	ENSRNOG00000002094	ATG3
19018	ENSRNOG00000028548	CCL15-CCL14
19019	ENSRNOG00000028548	CCL15
19020	ENSRNOG00000028548	CCL23
19021	ENSRNOG00000006086	LYNX1
19022	ENSRNOG00000012297	MARCH8
19023	ENSRNOG00000010302	RASL10B
19024	ENSRNOG00000032942	NEU1
19025	ENSRNOG00000052087	UBAP2
19026	ENSRNOG00000051442	ZNF345
19027	ENSRNOG00000009278	IFT88
19028	ENSRNOG00000012531	EPHB2
19029	ENSRNOG00000010731	GPM6A
19030	ENSRNOG00000057340	ADAM21
19031	ENSRNOG00000001044	AIMP2
19032	ENSRNOG00000026607	TNFSF18
19033	ENSRNOG00000010523	NAA20
19034	ENSRNOG00000026669	HLA-DPA1
19035	ENSRNOG00000007110	ANKRD6
19036	ENSRNOG00000008057	KRT7
19037	ENSRNOG00000031598	ATP8B4
19038	ENSRNOG00000000368	GRIK2
19039	ENSRNOG00000045593	DCP2
19040	ENSRNOG00000062090	SRY
19041	ENSRNOG00000011613	PPIP5K2
19042	ENSRNOG00000048933	HAUS2
19043	ENSRNOG00000040279	SLF1
19044	ENSRNOG00000000304	CD164
19045	ENSRNOG00000015631	IPPK
19046	ENSRNOG00000019536	SMIM3
19047	ENSRNOG00000000809	ATAT1
19048	ENSRNOG00000005310	CUL1
19049	ENSRNOG00000007346	GRASP
19050	ENSRNOG00000004629	FKBP3
19051	ENSRNOG00000047229	TRIM68
19052	ENSRNOG00000000524	C6orf89
19053	ENSRNOG00000013452	AL035078.4
19054	ENSRNOG00000013452	RCN1
19055	ENSRNOG00000024435	GALNT17
19056	ENSRNOG00000051158	CFB
19057	ENSRNOG00000051158	AL645922.1
19058	ENSRNOG00000055562	DKC1
19059	ENSRNOG00000052572	AFF2
19060	ENSRNOG00000016804	IL25
19061	ENSRNOG00000056944	ARHGAP24
19062	ENSRNOG00000010023	AC104472.3
19063	ENSRNOG00000010023	SLC33A1
19064	ENSRNOG00000016134	MSH6
19065	ENSRNOG00000018517	TRIM21
19066	ENSRNOG00000000517	KCTD20
19067	ENSRNOG00000032768	STXBP4
19068	ENSRNOG00000007371	RBMX2
19069	ENSRNOG00000028641	BRPF3
19070	ENSRNOG00000026267	AC011195.2
19071	ENSRNOG00000026267	IGBP1
19072	ENSRNOG00000061989	NKRF
19073	ENSRNOG00000038066	FAM155B
19074	ENSRNOG00000011540	VTA1
19075	ENSRNOG00000018285	KCNA2
19076	ENSRNOG00000019473	DCUN1D2
19077	ENSRNOG00000020371	PGAP2
19078	ENSRNOG00000051078	ZFP37
19079	ENSRNOG00000002556	TSR2
19080	ENSRNOG00000056248	MARF1
19081	ENSRNOG00000031689	TRIM15
19082	ENSRNOG00000000729	TMLHE
19083	ENSRNOG00000062002	KCNA3
19084	ENSRNOG00000017164	AFAP1L2
19085	ENSRNOG00000049911	CBR1
19086	ENSRNOG00000001891	GNB1L
19087	ENSRNOG00000017553	MIEF1
19088	ENSRNOG00000013679	SEMA4D
19089	ENSRNOG00000021518	TRIM31
19090	ENSRNOG00000001006	NPTX2
19091	ENSRNOG00000051232	GBE1
19092	ENSRNOG00000001479	GTF2I
19093	ENSRNOG00000010085	CLDN10
19094	ENSRNOG00000000481	CUTA
19095	ENSRNOG00000048838	GJC1
19096	ENSRNOG00000017397	UPF3A
19097	ENSRNOG00000011263	PLAC9
19098	ENSRNOG00000000720	C3orf38
19099	ENSRNOG00000060846	MORC4
19100	ENSRNOG00000002669	CLUH
19101	ENSRNOG00000007710	USP20
19102	ENSRNOG00000017434	MGAT3
19103	ENSRNOG00000012801	GSTO2
19104	ENSRNOG00000007662	ZNF800
19105	ENSRNOG00000024960	SMCO1
19106	ENSRNOG00000028746	GSTO1
19107	ENSRNOG00000006839	ARL5A
19108	ENSRNOG00000052173	RANBP3L
19109	ENSRNOG00000054495	CLDN2
19110	ENSRNOG00000030216	ABCG2
19111	ENSRNOG00000006642	YIPF6
19112	ENSRNOG00000011276	TMEM254
19113	ENSRNOG00000020339	NEURL1
19114	ENSRNOG00000000798	GNL1
19115	ENSRNOG00000040195	SULT1C2
19116	ENSRNOG00000011081	SERPINA7
19117	ENSRNOG00000001794	MUC13
19118	ENSRNOG00000025433	CPHXL
19119	ENSRNOG00000025433	AC025287.4
19120	ENSRNOG00000018052	CNKSR3
19121	ENSRNOG00000002548	TNN
19122	ENSRNOG00000016410	PRELID1
19123	ENSRNOG00000009766	GPR180
19124	ENSRNOG00000021468	GRM8
19125	ENSRNOG00000016539	RAB24
19126	ENSRNOG00000025235	TMEM130
19127	ENSRNOG00000052220	CCDC83
19128	ENSRNOG00000000480	PHF1
19129	ENSRNOG00000013557	LANCL1
19130	ENSRNOG00000050885	SULT1C2
19131	ENSRNOG00000017285	TAB1
19132	ENSRNOG00000021815	LIG3
19133	ENSRNOG00000025408	DUX4
19134	ENSRNOG00000017536	CDC16
19135	ENSRNOG00000008880	NRK
19136	ENSRNOG00000000781	RNF39
19137	ENSRNOG00000040215	SULT1C2
19138	ENSRNOG00000007596	RFFL
19139	ENSRNOG00000007596	AC004223.3
19140	ENSRNOG00000000780	PPP1R11
19141	ENSRNOG00000007532	C9orf78
19142	ENSRNOG00000006894	TOR1A
19143	ENSRNOG00000045838	HPS1
19144	ENSRNOG00000031833	SULT1C2
19145	ENSRNOG00000017053	FBXO36
19146	ENSRNOG00000018791	DNLZ
19147	ENSRNOG00000042213	ZSCAN25
19148	ENSRNOG00000018876	ENTR1
19149	ENSRNOG00000000479	KIFC1
19150	ENSRNOG00000038085	RPEL1
19151	ENSRNOG00000038085	RPE
19152	ENSRNOG00000002753	ADAM11
19153	ENSRNOG00000039588	MCIDAS
19154	ENSRNOG00000042111	SULT1C2
19155	ENSRNOG00000046660	GPC6
19156	ENSRNOG00000047369	SULT1C2
19157	ENSRNOG00000055213	RF02271
19158	ENSRNOG00000054874	RF00568
19159	ENSRNOG00000013331	SDHA
19160	ENSRNOG00000013331	AC021087.5
19161	ENSRNOG00000058336	RNU6-1296P
19162	ENSRNOG00000005285	FBXO33
19163	ENSRNOG00000003560	OR6Y1
19164	ENSRNOG00000001210	PWP2
19165	ENSRNOG00000001210	FP565260.1
19166	ENSRNOG00000021637	DDX46
19167	ENSRNOG00000009005	SLCO2A1
19168	ENSRNOG00000049471	STEAP3
19169	ENSRNOG00000024027	LEMD3
19170	ENSRNOG00000009057	SEC62
19171	ENSRNOG00000015413	QPCTL
19172	ENSRNOG00000015499	SERINC4
19173	ENSRNOG00000043154	PRR19
19174	ENSRNOG00000013198	OR9Q2
19175	ENSRNOG00000033038	CHCHD4
19176	ENSRNOG00000050044	PTP4A2
19177	ENSRNOG00000026686	DDX4
19178	ENSRNOG00000050660	C12orf57
19179	ENSRNOG00000048412	FAM181A
19180	ENSRNOG00000005483	RPAP1
19181	ENSRNOG00000053824	SNORA84
19182	ENSRNOG00000053911	RN7SKP64
19183	ENSRNOG00000022480	ATP6V1G3
19184	ENSRNOG00000000172	AC090527.2
19185	ENSRNOG00000000172	SQOR
19186	ENSRNOG00000007097	GPATCH3
19187	ENSRNOG00000012644	NUP58
19188	ENSRNOG00000050437	BOD1L1
19189	ENSRNOG00000051418	TMEM45A
19190	ENSRNOG00000059822	RNU1-15P
19191	ENSRNOG00000019057	PRKCQ
19192	ENSRNOG00000059171	RF00151
19193	ENSRNOG00000059171	SNORD58A
19194	ENSRNOG00000009280	MKRN1
19195	ENSRNOG00000055609	SNORA2C
19196	ENSRNOG00000018593	TXNDC9
19197	ENSRNOG00000053805	AKAIN1
19198	ENSRNOG00000019216	IL12RB1
19199	ENSRNOG00000058638	RN7SKP200
19200	ENSRNOG00000058638	RN7SKP194
19201	ENSRNOG00000057206	RNU6-1026P
19202	ENSRNOG00000054127	RNU6-190P
19203	ENSRNOG00000033694	KLF16
19204	ENSRNOG00000027311	NUTM2B
19205	ENSRNOG00000027311	NUTM2D
19206	ENSRNOG00000027311	NUTM2F
19207	ENSRNOG00000027311	NUTM2G
19208	ENSRNOG00000027311	NUTM2E
19209	ENSRNOG00000027311	NUTM2A
19210	ENSRNOG00000041381	MIR208B
19211	ENSRNOG00000012240	SUPT6H
19212	ENSRNOG00000035569	MIR181C
19213	ENSRNOG00000022711	SLCO4C1
19214	ENSRNOG00000008966	SLCO5A1
19215	ENSRNOG00000017299	PHRF1
19216	ENSRNOG00000012866	AC010761.1
19217	ENSRNOG00000059984	DLL1
19218	ENSRNOG00000000632	CDK1
19219	ENSRNOG00000019096	HSD17B3
19220	ENSRNOG00000022178	DCDC1
19221	ENSRNOG00000052986	RNU6-1045P
19222	ENSRNOG00000052986	RF00026
19223	ENSRNOG00000052986	RNU6-911P
19224	ENSRNOG00000052986	RNU6-840P
19225	ENSRNOG00000052986	RNU6-401P
19226	ENSRNOG00000059474	MOB1A
19227	ENSRNOG00000002013	SIDT1
19228	ENSRNOG00000050143	IGHV1-24
19229	ENSRNOG00000050143	IGHV1-69-2
19230	ENSRNOG00000017887	MUTYH
19231	ENSRNOG00000055692	RNU4-85P
19232	ENSRNOG00000054774	SNORD14C
19233	ENSRNOG00000003430	F9
19234	ENSRNOG00000059306	RN7SKP43
19235	ENSRNOG00000003597	TUBA4A
19236	ENSRNOG00000006570	PLEKHG3
19237	ENSRNOG00000037134	SHC4
19238	ENSRNOG00000015078	IFITM3
19239	ENSRNOG00000015078	IFITM1
19240	ENSRNOG00000015078	IFITM2
19241	ENSRNOG00000021099	LYSMD1
19242	ENSRNOG00000004411	TSPAN8
19243	ENSRNOG00000017163	PFKP
19244	ENSRNOG00000057315	KCNH3
19245	ENSRNOG00000053439	GABPB1
19246	ENSRNOG00000001483	RCC1L
19247	ENSRNOG00000058821	NAT8
19248	ENSRNOG00000058821	NAT8B
19249	ENSRNOG00000009987	AKAP11
19250	ENSRNOG00000030258	FDCSP
19251	ENSRNOG00000003470	FUNDC1
19252	ENSRNOG00000013588	GLRA1
19253	ENSRNOG00000019982	ETHE1
19254	ENSRNOG00000023923	FASTKD2
19255	ENSRNOG00000022753	MAST3
19256	ENSRNOG00000018526	DLG4
19257	ENSRNOG00000052104	OR8K3
19258	ENSRNOG00000007457	SERPING1
19259	ENSRNOG00000001289	C7orf50
19260	ENSRNOG00000054577	RNU6-1153P
19261	ENSRNOG00000054577	RNU6-410P
19262	ENSRNOG00000012964	CCR6
19263	ENSRNOG00000003776	AMTN
19264	ENSRNOG00000009663	APEX1
19265	ENSRNOG00000057668	OR4A16
19266	ENSRNOG00000009343	EVPL
19267	ENSRNOG00000013267	HELZ2
19268	ENSRNOG00000001416	VGF
19269	ENSRNOG00000014257	CES4A
19270	ENSRNOG00000059263	OR8K3
19271	ENSRNOG00000031495	TMEM170B
19272	ENSRNOG00000018141	KIAA0319
19273	ENSRNOG00000004139	NDEL1
19274	ENSRNOG00000011033	TEKT2
19275	ENSRNOG00000047065	SPINK2
19276	ENSRNOG00000016536	PDIK1L
19277	ENSRNOG00000015049	SCN5A
19278	ENSRNOG00000052235	RNU6-373P
19279	ENSRNOG00000046053	NUDT11
19280	ENSRNOG00000008103	MDH1
19281	ENSRNOG00000001357	MBLAC1
19282	ENSRNOG00000032117	OR9I1
19283	ENSRNOG00000048996	PRMT6
19284	ENSRNOG00000060234	RNU6-827P
19285	ENSRNOG00000060234	RNU6-74P
19286	ENSRNOG00000050742	DNMBP
19287	ENSRNOG00000061577	RNU6-1241P
19288	ENSRNOG00000061577	RNU6-285P
19289	ENSRNOG00000000571	PSAP
19290	ENSRNOG00000005795	AASDHPPT
19291	ENSRNOG00000004666	PRR5L
19292	ENSRNOG00000052769	HMGB4
19293	ENSRNOG00000018577	NEIL1
19294	ENSRNOG00000054400	SH3BP5L
19295	ENSRNOG00000048166	ARHGAP19-SLIT1
19296	ENSRNOG00000048166	ARHGAP19
19297	ENSRNOG00000012683	ABHD17C
19298	ENSRNOG00000037613	KDM6B
19299	ENSRNOG00000010629	NOD1
19300	ENSRNOG00000002240	SLC49A4
19301	ENSRNOG00000000633	RHOBTB1
19302	ENSRNOG00000056466	SULT1C2
19303	ENSRNOG00000029263	VN1R5
19304	ENSRNOG00000025997	MRRF
19305	ENSRNOG00000015230	ERMARD
19306	ENSRNOG00000039234	ZSCAN21
19307	ENSRNOG00000008100	RGS20
19308	ENSRNOG00000011063	DENND1B
19309	ENSRNOG00000042581	PTCRA
19310	ENSRNOG00000046392	OR14C36
19311	ENSRNOG00000010664	WDR73
19312	ENSRNOG00000047036	FANCD2OS
19313	ENSRNOG00000028624	KIF26B
19314	ENSRNOG00000001083	KDELR2
19315	ENSRNOG00000025416	DPY19L4
19316	ENSRNOG00000016752	CRISPLD2
19317	ENSRNOG00000015851	NAT8
19318	ENSRNOG00000015851	NAT8B
19319	ENSRNOG00000020191	TBC1D17
19320	ENSRNOG00000021812	SCX
19321	ENSRNOG00000047456	YJU2
19322	ENSRNOG00000011830	PLEKHA3
19323	ENSRNOG00000037984	SCCPDH
19324	ENSRNOG00000026425	PPP6R2
19325	ENSRNOG00000002045	ANXA3
19326	ENSRNOG00000002579	PARM1
19327	ENSRNOG00000011111	CIPC
19328	ENSRNOG00000048369	OR51D1
19329	ENSRNOG00000019937	KCNK1
19330	ENSRNOG00000013740	CCDC70
19331	ENSRNOG00000049613	SEMG2
19332	ENSRNOG00000049613	SEMG1
19333	ENSRNOG00000010137	XPO4
19334	ENSRNOG00000056264	RF00598
19335	ENSRNOG00000023317	COLGALT1
19336	ENSRNOG00000019319	FCHSD2
19337	ENSRNOG00000005350	PWP1
19338	ENSRNOG00000004503	L3HYPDH
19339	ENSRNOG00000038980	LYPD6
19340	ENSRNOG00000059527	RNU6-1099P
19341	ENSRNOG00000049657	OR5W2
19342	ENSRNOG00000058354	RNU6-639P
19343	ENSRNOG00000043039	C1orf158
19344	ENSRNOG00000017382	SNX33
19345	ENSRNOG00000057571	RNU6-873P
19346	ENSRNOG00000014625	ATP5F1D
19347	ENSRNOG00000059961	RAPGEF3
19348	ENSRNOG00000024904	PLA2G4E
19349	ENSRNOG00000002345	RASGEF1B
19350	ENSRNOG00000056940	CITED2
19351	ENSRNOG00000040208	MMP27
19352	ENSRNOG00000007300	C1QTNF6
19353	ENSRNOG00000003949	PHKA2
19354	ENSRNOG00000010546	GNGT1
19355	ENSRNOG00000005509	PAK5
19356	ENSRNOG00000016773	SAP130
19357	ENSRNOG00000007040	TIMM17A
19358	ENSRNOG00000016326	CX3CL1
19359	ENSRNOG00000012763	CWF19L1
19360	ENSRNOG00000046598	TMSB4X
19361	ENSRNOG00000031092	ROCK1
19362	ENSRNOG00000003026	RAD23A
19363	ENSRNOG00000006304	MDM2
19364	ENSRNOG00000047506	SREK1IP1
19365	ENSRNOG00000006204	SLC30A3
19366	ENSRNOG00000016452	CREB3
19367	ENSRNOG00000016120	TLX1
19368	ENSRNOG00000011865	CIAO2B
19369	ENSRNOG00000008416	GIMAP5
19370	ENSRNOG00000008416	GIMAP1-GIMAP5
19371	ENSRNOG00000007545	ANGPTL4
19372	ENSRNOG00000021032	SPHK2
19373	ENSRNOG00000032629	MAGEA10
19374	ENSRNOG00000016835	SYCP1
19375	ENSRNOG00000005081	FBXL20
19376	ENSRNOG00000046568	ELOB
19377	ENSRNOG00000004808	CST11
19378	ENSRNOG00000054426	ZNF704
19379	ENSRNOG00000055375	IGHV2-70
19380	ENSRNOG00000055375	IGHV2-5
19381	ENSRNOG00000055375	IGHV2-26
19382	ENSRNOG00000055375	IGHV2-70D
19383	ENSRNOG00000055375	IGHV2OR16-5
19384	ENSRNOG00000008569	NDUFA6
19385	ENSRNOG00000007326	PREPL
19386	ENSRNOG00000004837	LIMD1
19387	ENSRNOG00000004743	CDCP1
19388	ENSRNOG00000061474	CTDP1
19389	ENSRNOG00000009943	OR8I2
19390	ENSRNOG00000018508	OR52K2
19391	ENSRNOG00000001867	SNAP29
19392	ENSRNOG00000043107	ABHD10
19393	ENSRNOG00000031789	RANGAP1
19394	ENSRNOG00000022405	NEUROG1
19395	ENSRNOG00000003409	LDOC1
19396	ENSRNOG00000021269	CHGB
19397	ENSRNOG00000007387	AC129492.1
19398	ENSRNOG00000021052	PATL1
19399	ENSRNOG00000032703	RASGRP3
19400	ENSRNOG00000018783	BCAS2
19401	ENSRNOG00000013970	CDT1
19402	ENSRNOG00000006582	APTX
19403	ENSRNOG00000003172	SERPINF1
19404	ENSRNOG00000006587	SETD3
19405	ENSRNOG00000002214	KLHL8
19406	ENSRNOG00000020703	SIPA1L3
19407	ENSRNOG00000029628	ARL9
19408	ENSRNOG00000010652	DOCK6
19409	ENSRNOG00000010280	AC022414.1
19410	ENSRNOG00000010280	PDE8B
19411	ENSRNOG00000030408	DNAJB12
19412	ENSRNOG00000059059	SKP2
19413	ENSRNOG00000022256	CXCL10
19414	ENSRNOG00000018515	AC013489.1
19415	ENSRNOG00000018515	DET1
19416	ENSRNOG00000048436	OR51T1
19417	ENSRNOG00000001715	ECE2
19418	ENSRNOG00000001715	EEF1AKMT4-ECE2
19419	ENSRNOG00000027655	CLEC4C
19420	ENSRNOG00000005856	SLC30A6
19421	ENSRNOG00000019333	HIPK1
19422	ENSRNOG00000005218	SF3A1
19423	ENSRNOG00000004226	IRAK3
19424	ENSRNOG00000033815	TRBC2
19425	ENSRNOG00000033815	TRBC1
19426	ENSRNOG00000003747	ASNA1
19427	ENSRNOG00000006334	TXNDC16
19428	ENSRNOG00000025934	C3orf22
19429	ENSRNOG00000061328	PAG1
19430	ENSRNOG00000030920	RTN4R
19431	ENSRNOG00000022260	SENP1
19432	ENSRNOG00000004556	DCAF5
19433	ENSRNOG00000008063	HIBADH
19434	ENSRNOG00000011416	VEGFC
19435	ENSRNOG00000033057	GAPDH
19436	ENSRNOG00000025979	GRAMD2A
19437	ENSRNOG00000037757	CALHM6
19438	ENSRNOG00000032391	ESYT2
19439	ENSRNOG00000001277	MAFK
19440	ENSRNOG00000030520	SARNP
19441	ENSRNOG00000060626	POLK
19442	ENSRNOG00000037295	POC1A
19443	ENSRNOG00000013397	FOXO1
19444	ENSRNOG00000033611	WDR83OS
19445	ENSRNOG00000010526	DENND1A
19446	ENSRNOG00000007916	PTK2
19447	ENSRNOG00000012710	UBAC2
19448	ENSRNOG00000026875	UQCR11
19449	ENSRNOG00000026875	AC005943.1
19450	ENSRNOG00000009979	SEBOX
19451	ENSRNOG00000012099	TENT2
19452	ENSRNOG00000025079	FAM126B
19453	ENSRNOG00000046904	B4GAT1
19454	ENSRNOG00000005178	CST9L
19455	ENSRNOG00000050898	IGLV6-57
19456	ENSRNOG00000035518	MIR217
19457	ENSRNOG00000046497	BRAP
19458	ENSRNOG00000010514	CACHD1
19459	ENSRNOG00000021000	NAALADL1
19460	ENSRNOG00000003603	ARHGAP44
19461	ENSRNOG00000006380	SRSF6
19462	ENSRNOG00000011758	FKBP7
19463	ENSRNOG00000022421	CRTC1
19464	ENSRNOG00000050864	CPNE1
19465	ENSRNOG00000047971	MRPL36
19466	ENSRNOG00000016172	RIC1
19467	ENSRNOG00000029233	OR14C36
19468	ENSRNOG00000012084	XPNPEP1
19469	ENSRNOG00000025940	METTL9
19470	ENSRNOG00000007528	KCNH7
19471	ENSRNOG00000056740	CYLC1
19472	ENSRNOG00000033573	SGK2
19473	ENSRNOG00000004405	PIGR
19474	ENSRNOG00000010977	IGFBP6
19475	ENSRNOG00000002506	CDKL2
19476	ENSRNOG00000015585	SUV39H2
19477	ENSRNOG00000010932	MATN1
19478	ENSRNOG00000028198	SH2B3
19479	ENSRNOG00000017244	RNF186
19480	ENSRNOG00000061120	RNU6-699P
19481	ENSRNOG00000009730	CYP7B1
19482	ENSRNOG00000028581	CCDC138
19483	ENSRNOG00000020468	STARD4
19484	ENSRNOG00000017365	KLHL35
19485	ENSRNOG00000009354	NRARP
19486	ENSRNOG00000060696	RNU6-359P
19487	ENSRNOG00000020801	CYP2C8
19488	ENSRNOG00000008642	SNX11
19489	ENSRNOG00000021044	GPATCH8
19490	ENSRNOG00000022837	SLC25A40
19491	ENSRNOG00000013391	SORBS2
19492	ENSRNOG00000023720	NTM
19493	ENSRNOG00000026295	RBPJL
19494	ENSRNOG00000054091	SNORA38
19495	ENSRNOG00000058567	OR5M1
19496	ENSRNOG00000058567	OR5M10
19497	ENSRNOG00000005162	CST9L
19498	ENSRNOG00000021303	DRC3
19499	ENSRNOG00000022884	CD84
19500	ENSRNOG00000032539	SPAG8
19501	ENSRNOG00000013092	LONRF3
19502	ENSRNOG00000049517	TNFAIP3
19503	ENSRNOG00000020230	PIAS4
19504	ENSRNOG00000001748	POLR2H
19505	ENSRNOG00000014291	ELP3
